,text,label
95,"Về tình hình kinh doanh, trong năm 2020, DBD ghi nhận doanh thu gần 1,266 tỷ đồng, tăng nhẹ so với năm trước và lãi ròng tăng 15%, đạt 163 tỷ đồng. So với kế hoạch, doanh nghiệp dược này đã thực hiện được 95% kế hoạch doanh thu và vượt nhẹ kế hoạch lãi trước thuế 2020",Positive
96,"CEO lần đầu báo lỗ kể từ khi niêm yết
Theo BCTC hợp nhất quý 4/2020, CTCP Tập đoàn C.E.O (HNX: CEO) báo lỗ ròng quý 4 gần 28 tỷ đồng, kéo lỗ ròng cả năm 2020 hơn 67 tỷ đồng",Negative
97,"Công ty con của các Tập đoàn lớn ghi nhận tăng trưởng 
Năm 2020, Tổng CTCP Đầu tư Quốc tế Viettel (UPCoM: VGI), Công ty con của Tập đoàn Công nghiệp – Viễn thông Quân đội (Viettel), báo lãi sau 4 năm lỗ ròng liên tiếp. Dù điệp khúc thua lỗ hơn ngàn tỷ đồng trong quý 4 tái diễn nhưng nhờ kết quả khả quan trong quý 1 và quý 3, VGI vẫn có lãi ròng lũy kế cả năm gần 482 tỷ đồng, hoàn thành kế hoạch lợi nhuận dương được đề ra. Kết quả này có đóng góp lớn từ sự tăng trưởng kinh doanh của các công ty thị trường nước ngoài như Công ty Mytel tại Myanmar, Công ty Natcom tại Haiti…",Positive
98,"Bảo hiểm BIC đặt kế hoạch lợi nhuận đi lùi trong năm 2021
Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (HOSE: BIC) dự báo tình hình kinh doanh năm 2021 sẽ ít thuận lợi như trong 2020. Lãi trước thuế hợp nhất dự kiến giảm 22% so với thực hiện năm 2020, về mức 292 tỷ đồng",Negative
99,"Trong năm 2021, DIG lên kế hoạch chi 9,436 tỷ đồng để đầu tư, trong đó đầu tư phát triển dự án hơn 9,264 tỷ đồng, còn lại là đầu tư tài chính. Cụ thể, DIG sẽ nộp tiền sử dụng đất gần 1,883 tỷ đồng, chi bồi thường giải phóng mặt bằng hơn 2,425 tỷ đồng… Ngoài ra, DIG sẽ góp vốn vào DIC 1 (16 tỷ đồng), DIC 2 (19 tỷ đồng) và hợp tác Khu Công nghiệp Đức Hòa Resco hơn 117 tỷ đồng",Positive
100,"Trong quý I/2021, giá dầu thô tăng mạnh, có thời điểm giá dầu thô nhích gần 70 USD/thùng và chênh lệch giá đầu vào và đầu ra của xăng có xu hướng tăng mạnh. Nhu cầu thị trường có dấu hiệu cải thiện do dịch Covid-19 đã dần được kiểm soát. Bối cảnh thuận lợi này cộng với việc Nhà máy Lọc dầu Dung Quất vận hành an toàn, ổn định ở 105-108% công suất giúp lợi nhuận của Công ty rất khả quan, ước đạt trên 1,800 tỷ đồng cả quý",Positive
101,"Theo tài liệu họp ĐHĐCĐ thường niên 2021, Ban lãnh đạo C47 đề xuất kế hoạch kinh doanh năm 2021 với tổng doanh thu 1,100 tỷ đồng và lãi sau thuế 31 tỷ đồng. Mức lợi nhuận này cao hơn 69% so với thực hiện trong 2020. Tỷ lệ chia cổ tức dự kiến vẫn giữ ở mức 10%",Positive
102,"Dù vậy, tổng chi bồi thường bảo hiểm xấp xỉ cùng kỳ giúp BMI có lãi gộp tăng 18%, đạt gần 56 tỷ đồng",Positive
103,"Dù chi phí quản lý trong kỳ giảm đến 17% so với cùng kỳ và D2D còn được hoàn nhập dự phòng chi phí tài chính hơn 576 triệu đồng, nhưng Công ty vẫn báo lãi ròng quý 4 giảm đến 36%, chỉ còn gần 84 tỷ đồng",Negative
104,"Từ khi chào sàn HNX ngày 03/03 với giá tham chiếu 16,000 đồng/cp, cổ phiếu BAB tăng hết biên độ 30%, lên mức 20,800 đồng/cp trong phiên giao dịch đầu tiên. Nối dài sau đó là chuỗi tăng trần 5 phiên liên tiếp, đạt 33,200 đồng/cp cuối phiên 11/03, gấp 2.08 lần phiên giao dịch đầu tiên. Thị giá BAB kết phiên 31/03 dừng tại mức 29,200 đồng/cp, tăng hơn 52% so với đầu năm 2021",Neutral
105,"BFC - CTCP Phân bón Bình Điền
Giá cổ phiếu tạo Rising Window trong phiên sáng ngày 11/03/2021. Tuy nhiên, giá BFC đã tiến lên test lại vùng kháng cự 22,000-23,000 (đỉnh cũ tháng 12/2018 hội tụ ngưỡng Fibonacci Retracement 61.8%). Lực bán xuất hiện tại đây đã làm cho giá thu hẹp sắc xanh trong phiên sáng",Neutral
106,"Quý 4/2020, Tổng Công ty Cảng Hàng không Việt Nam (UPCoM: ACV) đạt doanh thu thuần trên 1,701 tỷ đồng và lãi ròng trên 346 tỷ đồng, giảm tương ứng 65% và 85%",Negative
107,"Chứa đựng nhiều rủi ro 
Các ngân hàng phải huy động vốn trung, dài hạn để đáp ứng tỷ lệ vốn ngắn hạn cho vay trung, dài hạn giảm từ 45% xuống còn 40%. Theo đó, việc phát hành giấy tờ có giá như trái phiếu, chứng chỉ tiền gửi là một giải pháp để gia tăng nguồn vốn trung, dài hạn nhanh chóng. Dù vậy, việc huy động vốn bằng giấy tờ có giá lại chứa đựng nhiều rủi ro gây ảnh hưởng đến lợi nhuận của ngân hàng trong tương lai",Negative
108,"Muốn huy động 2,000 tỷ đồng từ phát hành trái phiếu 
Nhằm bổ sung nguồn vốn đầu tư Dự án Khu đô thị du lịch Long Tân và Khu đô thị mới Bắc Vũng Tàu, DIG dự kiến phát hành 2,000 tỷ đồng trái phiếu kỳ hạn 3-5 năm. Mệnh giá trái phiếu là 1 tỷ đồng/trái phiếu. Thời hạn phát hành dự kiến trong năm 2021",Positive
109,"Sau “cú trượt lịch sử”, DLG sẽ đứng dậy như thế nào?
Giống như HAG, Đức Long Gia Lai (DLG) cũng xuất thân từ ngành gỗ và rồi sau này dấn thân vào bất động sản. Nhìn vào bảng thành tích kinh doanh của DLG, có thể thấy một nghịch lý xảy ra khi doanh thu giai đoạn 2015-2018 liên tục gia tăng nhưng lợi nhuận lại đổ đèo",Negative
110,"Hơn nữa, lỗ chênh lệch tỷ giá lên đến hơn 34 tỷ đồng, gấp 5 lần dẫn đến Công ty lỗ ròng hơn 55 tỷ đồng, trong khi cùng kỳ có lãi gần 2 tỷ đồng
Theo giải trình của DHM, nguyên nhân Công ty lỗ nặng chủ yếu là do việc đầu tư vào công ty liên doanh liên kết không có hiệu quả và do thiên tai lũ lụt dẫn đến chăn nuôi thủy hải sản bị thất thu",Negative
111,"Lũy kế 9 tháng niên độ 2018, dù ghi nhận lãi gộp ở mức 1.48 tỷ đồng nhưng CAD lại có khoản lỗ lũy kế đến 2.8 tỷ đồng, chỉ bằng 1/3 lỗ ròng cùng kỳ",Negative
113,"Bên cạnh đó, VCB, BID, HDB, MBB, STB, VPB, PGB, TPB, EIB, TCB là những nhà băng còn lại có khối ngoại bán ròng",Negative
114,"Phân tích kỹ thuật phiên chiều 11/03: VN-Index xuất hiện mẫu hình Rising Window
Trong phiên giao dịch buổi sáng ngày 11/03/2021, VN-Index tạo mẫu hình Rising Window cho thấy bên mua đang chiếm được ưu thế. Chỉ số đã tiến lên test lại vùng kháng cự 1,180-1,210 điểm (đỉnh cũ tháng 01/2021). Tuy nhiên, lực bán xuất hiện tại đây đã khiến cho chỉ số thu hẹp sắc xanh",Neutral
115,"Trong 2018 - năm đầu tiên đánh dấu chu kỳ đi xuống của ngành bất động sản và xây dựng, dòng tiền kinh doanh của Coteccons âm gần 934 tỷ đồng khi các khoản phải thu của Công ty tăng mạnh",Negative
116,"Cụ thể, trong phiên 09/02/2021, nhóm Dragon Capital đã bán 7.3 triệu cp HPG (CTCP Tập đoàn Hòa Phát), cùng với 1 triệu cp FPT (CTCP FPT) và  1.2 triệu cp CII (CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh)",Neutral
117,"Nhiều ông lớn gặp bất lợi  
Có đến 14 doanh nghiệp điện sụt giảm lãi trong quý 3/2020, bao gồm cả những ông lớn như POW, DNH hay PPC",Negative
118,"Cùng gắn kết với con tôm, Camimex Group (HOSE: CMX) là doanh nghiệp duy nhất đại diện cho nhóm ngành thủy sản báo lãi tăng trưởng so với năm trước. Trong đó, doanh thu thuần và lãi ròng lần lượt tăng 49% và 19% so cùng kỳ, lên gần 1,417 tỷ đồng và 49 tỷ đồng",Positive
119,Đáng chú ý nhất là BIDV (BID) đang chật vật rao bán khoản nợ hàng ngàn tỷ đồng của Công ty TNHH Ngọc Linh khi đã 7 lần rao bán với giá khởi điểm giảm mạnh so với giá rao bán lần đầu,Negative
120,"Bước sang quý 2, DBC dự kiến sẽ tổ chức khánh thành và đưa vào hoạt động Nhà máy chế biến thức ăn thủy sản Nutreco. Tiếp tục đẩy tiến độ các dự án chung cư và công tác đền bù giải phóng mặt bằng một số dự án, tiến độ hoàn thiện hồ sơ thanh quyết toán đối với các dự án đã thi công xong",Positive
121,"Phân tích kỹ thuật phiên chiều 26/03: VN-Index tạm dừng ở dưới đường SMA 50 ngày
Trong phiên giao dịch buổi sáng ngày 26/03/2021, VN-Index sụt giảm mạnh với cây nến đỏ có thân khá lớn. Chỉ số cũng đã tạm dừng ở dưới đường SMA 50 ngày (tương ứng với vùng hỗ trợ 1,150-1,160 điểm)",Negative
122,"Ngành hàng không lỗ hơn 8 ngàn tỷ đồng
Đại dịch Covid-19 ập đến và tung “cú đấm mạnh” vào lĩnh vực vận tải hàng không vốn gặp nhiều biến động, biên lợi nhuận thấp nhưng lại cần khoản đầu tư khổng lồ",Negative
123,"Xuất nhập khẩu Thủy sản Cửu Long An Giang (HOSE: ACL) là đơn vị có lãi ròng năm 2020 sụt giảm mạnh nhất toàn ngành, giảm 80% so với năm trước, xuống còn 29 tỷ đồng. So với kế hoạch, ACL chỉ thực hiện được 71% kế hoạch doanh thu và 41% kế hoạch lãi trước thuế. Đáng chú ý, dòng tiền từ hoạt động kinh doanh âm 218 tỷ đồng, trong khi cùng kỳ dương 5 tỷ đồng",Negative
124,Ngày 26/02/16 có lẽ là ngày bất ngờ lớn đối với cổ đông của hai công ty này khi HOSE công bố quyết định hủy niêm yết đối với cổ phiếu KTB và PTK sau 3 phiên giao dịch tới,Negative
125,"Đáng chú ý, cổ phiếu DAH vừa bị đưa vào diện cảnh báo kể từ ngày 09/04 do năm 2020 lỗ ròng hơn 33 tỷ đồng và lỗ lũy kế tính đến cuối năm 2020 là 20 tỷ đồng",Negative
126,"Theo BCTC riêng lẻ vừa công bố, Cao su Phước Hòa (HOSE: PHR) báo doanh thu thuần năm 2020 hơn 517 tỷ đồng, tăng 29% so 2019. Dù vậy, kết quả tăng trưởng lãi ròng 103% hoàn toàn đến từ chênh lệch khoản lãi khác",Positive
127,"Trong phiên 08/12, có 1 giao dịch thỏa thuận hơn 1 triệu cp CTX với giá trị giao dịch đạt gần 7 tỷ đồng, tương ứng xấp xỉ 6,300 đồng/cp",Neutral
128,"Trên thị trường chứng khoán, cổ phiếu CII bắt đầu bật tăng từ đầu tháng 11/2020. Tính đến hết phiên 07/04/2021, thị giá CII đã tăng đến 52%, dừng tại mức 25,050 đồng/cp",Neutral
129,"

Những lý do hủy niêm yết
Có nhiều lý do khiến doanh nghiệp bị hủy niêm yết, trong đó lý do hàng đầu là kinh doanh thua lỗ. Đầu tư và Phát triển Du lịch Vinaconex (VCR), Công trình 6 (CT6) và Sông Đà Cao Cường (SCL) bị lỗ 3 năm liên tiếp (năm 2017, 2018 và 2019). Trong khi đó, Bao bì Nhựa Sài Gòn (SPP) và Cơ khí - Lắp máy Sông Đà (MEC) có lỗ lũy kế vượt vốn điều lệ thực góp tại BCTC hợp nhất kiểm toán 2019",Negative
130,"Giống APS, Chứng khoán Phố Wall (HNX: WSS) cũng kinh doanh bết bát trong 2019 (thua lỗ 80 tỷ đồng) và chỉ đặt kế hoạch lãi trước thuế thấp (2 tỷ đồng) cho năm 2020. CTCK này báo lãi hơn 10 tỷ đồng, gấp 5 lần kế hoạch (vượt 432%)",Negative
131,"Bên cạnh đó, do nguồn cung sản phẩm Xút trong nước thiếu hụt trầm trọng, lượng nhập khẩu chiếm hơn 40% tổng nhu cầu tiêu thụ, các dây chuyền sản xuất sản phẩm Xút của CSV hầu hết đã phải vận hành ở mức tối đa công suất (trung bình hoạt động vượt công suất thiết kế khoảng 17% trong giai đoạn 2016 – 2019)",Neutral
132,"Trong khi đó, đối với Domesco (HOSE: DMC), dù doanh thu giảm không đáng kể, song, biên lãi gộp co lại còn 28.5% (so với 32.1% trong 2019). Lãi ròng theo đó giảm 23% so với 2019, về mức 180 tỷ đồng. Có thể thấy biên lãi gộp của DMC liên tục suy giảm 4 năm trở lại đây.  ",Negative
133,"Loạt lãnh đạo muốn thoái vốn tại DAH 
Ông Nguyễn Thu Giang - Chủ tịch và ông Nguyễn Văn Thảo - Phó TGĐ CTCP Tập đoàn Khách sạn Đông Á (HOSE: DAH) vừa đăng ký bán ra toàn bộ 3.01 triệu cp (8.81%) và 3 triệu cp (8.77%) DAH từ ngày 07/04 - 05/05",Negative
134,"Trong quý 3, Tổng Công ty Phát điện 3 - CTCP (EVNGENCO 3, UPCoM: PGV) đã đem về doanh thu thuần gần 9.25 ngàn tỷ đồng, giảm hơn 11% so với quý 3 năm trước. Dù vậy, doanh nghiệp này vẫn báo lãi ròng tăng đến 361%, đạt 542 tỷ đồng. Đây chính là doanh nghiệp điện báo lãi lớn nhất quý 3/2020",Positive
135,"Để thực hiện hóa mục tiêu năm 2021, Ban điều hành BHN đề ra các giải pháp như: Xây dựng chiến lược thương hiệu; triển khai hệ thống E-Commerce và kênh siêu thị; tăng độ phủ và chất lượng độ phủ hàng hóa trên toàn miền Bắc, gia tăng tại miền Nam và miền Trung; tiếp tục thoái vốn tại những đơn vị đầu tư ngoài ngành;…  
Về đầu tư, Công ty xây dựng và thực hiện các dự án đầu tư hệ thống lọc bia, nâng cao năng lực chiết rót, đóng gói, bổ sung bồn chứa lên men,… để tăng năng suất, hiệu suất dây chuyền; cải tạo hệ thống kho chứa hàng. BHN cũng dự kiến triển khai dự án đầu tư hệ thống quản trị doanh nghiệp tổng thể tại Công ty TNHH MTV thương mại Habeco và bổ sung phân hệ quản lý sản xuất, quản lý chất lượng trên hệ thống Sap Erp Habeco",Positive
136,"APS muốn mua thêm 2.3 triệu cp IDJ 
CTCP Chứng khoán Châu Á Thái Bình Dương (HNX: APS) sẽ đứng ra mua 2.3 triệu cp IDJ của CTCP Đầu tư IDJ Việt Nam (HNX: IDJ) do IDJ chưa phân phối hết cho nhà đầu tư hiện hữu với mức giá 10,000 đồng/cp. Số lượng cổ phiếu này sẽ bị hạn chế chuyển nhượng trong vòng 1 năm",Neutral
137,Hay như khoản lợi nhuận của Tổng CTCP Đầu tư Xây dựng và Thương mại Việt Nam (HNX: CTX) cũng “bay hơi” trong năm 2020 do doanh thu giảm khiến doanh nghiệp này chịu khoản lỗ 14 tỷ đồng (năm trước lãi ròng đạt 201 tỷ đồng),Negative
138,DIG gần như hoàn thành kế hoạch doanh thu và vượt 38% kế hoạch lợi nhuận được cổ đông giao phó,Positive
