review,category,score,vui chơi,lưu trú,nhà hàng,ăn uống,vận chuyển,mua sắm
"Đi theo đoàn du lịch tại Đà Lạt, mình được dùng bữa trưa tại Tâm Châu. Từ lúc ngồi vào bàn cho đến lúc lên món có hơi chậm nhưng cũng ok lắm. Nhận xét thôi Không gian Quán có view đẹp lắm nha nhưng hôm nay do trời mưa lên mình ngồi trong sảnh. Trạm còn có view bên ngoài ngồi ăn mà hút thuốc nhé Nhân viên Cũng ok thân thiệt nhiệt tình nhé Đồ ăn mình thích nhất món xà lách trộn dầu giấm, rau xà lách tại Đà Lạt nên giòn ơi là giòn, ngon lắm y",shop,6.6,0,0,0,4,0,0
"Phòng super vip đẹp, nhưng mà 400k cho 1 giờ hát thì qua kingia đìnhom cho rồi Ở đây có 3 loại phòng, nhiều mức giá khác nhau. Không hài lòng nhất là khi nhóm mình tới không hỏi chọn loại phòng nào, mà đưa thẳng lên super vip luôn. Đồ ăn với nước giá ổn. Nhân viên nhiệt tình, nhanh nhẹn.",entertain,6.6,0,0,0,4,0,0
"Món lươn ở đây nổi tiếng khắp thành phố Bắc Giang luôn. Lươn được tuyển chọn từ những con lươn đồng không to quá cũng không nhỏ quá, thịt lươn tươi, ngọt bùi, thịt bằm bên trong được bằm vừa phải không bị vụn quá vẫn làm cho miếng lươn xốp, mịn. Miếng lươn cuốn thơm ngậy mùi xả, tiêu và thơm của mỡ chài. Thích nhất là chấm với tương ớt, thứ tương ớt tự làm đặc trưng của quán, cay xè nhưng rất thơm, càng ăn càng muốn ăn nữa. Thực đơn đa dạng lắm từ miến, bún, lươn cuốn, lươn xào.... quán phục vụ về đêm, khá dễ tìm. Quán lúc nào cũng đông nhưng mà không phải đợi món lâu cho lắm. Điểm cộng cho quán.",foods,8.0,0,0,0,5,0,0
"Mình review một chút mấy món ăn vặt khu ẩm thực ở đây nhé. Mình thích strEtfOd nên chợ cũng là một nơi mình muốn đến nên nhắm mắt bỏ qua khâu vệ sinh, an toàn thực phẩm . Lâu thật lâu mới đi mà. Chợ thì không gian không sạch sẽ thoáng đãng rồi, mình thấy ở khu ẩm thực trên lầu hơi tối. Bước lên vì quá chừng món ăn và món nào cũng muốn ăn . Cuối cùng mình chọn bún thịt nướng, tráng miệng chè và bánh hỏi mua về. Quầy nào cũng đông đúc nhộn nhịp khách hết, trước khi ăn bún thịt nướng thì mình có ăn nem nướng cuốn, quên chụp hình. Thấy món nào cũng ngon, nhất là bún thịt nướng, ăn rồi mà nghĩ tới là thèm, viết review lại vẫn còn thèm, không biết khi nào mới có dịp ăn lại nữa. Đến món tráng miệng chè cũng ngon luôn . Ăn có chừng đó mà no vật vã. Mà giá không đắt so với mình 10k ly chè, 20k tô bún..... Tóm lại muốn ăn món địa phương ngon thì ăn tại địa phương là chuẩn ngon đúng vị",shop,7.2,0,0,0,4,0,0
"Không gian rộng rãi, thoáng, sạch sẽ. Vào ăn buổi trưa thì hơi nóng, do mái lợp tole. Phục vụ nhanh nhẹn, vụ vẻ. Món ăn Cơm chiên vàng rộm, tơi kèm với trứng ăn vừa miệng tuy hơi khô một chút. Dĩa cơm hết sức nhiều. Mình ăn được 1 2 mà đã no cành bụng. Gà xé nhiều cơm cũng nhiều, nói chung khá rẻ. Cải xào giòn nhưng hơi nhạt.",foods,7.2,0,0,0,4,0,0
"Hôm! Qua mình với thằng bạn và bà chị qua đây hát thử vì thấy mọi người khen, lúc đâu vào nhân viên hỏi có muốn uống hay aen gì ko, vì 3 hị em vừa đi ăn xong nên no quá không gọi được món gì, đã thấy thái độ khác đi rồi. Xong hát được 40p thì bị nhân viên đuổi ra lấy lí do là phòng này đã đặt, hỏi còn phòng nào không thì họ bảo hết r. Nhưng lúc xuống lấy xe thì thấy nhân viên bên ngoài mới khác vào và kêu còn phòng ngay trc mặt mình luôn. Thôi cạch, không bh đến nữa.",entertain,5.4,1,0,0,0,0,0
".Các món ăn vặt về bánh tráng của quán chị vẫn là nhất . .Vẫn những hương vị cũ không thay đổi,vẫn ngon và vẫn gây nghiện. .Bánh tráng cuốn bơ khá là ngon nha,mà không phải là bơ đâu ,chị cho phần sốt mayoNaise chua chua ngọt ngọt lên,ai thích ăn nhiều thì nên dặn chị trước.Còn bạn nào thích ăn cay thì có thể chấm mắm,không mặn lắm đâu nha.Ăn hết mà vẫn còn thòm thèm.Về bánh tráng nướng 15k 1c, vỏ bánh mềm,nhân khá là nhiều ngoài trứng, hành, xúc xích,bò khô còn có cả ruốc và tép khô nữa nên thơm nức mũi luôn.",foods,7.6,0,0,0,5,0,0
Perfect,travel,10.0,0,5,0,0,0,0
"Có dịp được bạn rủ đi ăn chay ở nhà hàng này không gian khá rộng, nhìn sạch sẽ. Đồ ăn hôm đó rất nhiều, hình như 9 món thì phải. Mình khá thích món gỏi cù hủ dừa, ăn chua ngọt rất ngon. Bánh bột lọc cũng ngon, không biết sao họ làm mắm chay được hay ghê, ăn ngon không kém mắm thật luôn À món xôi vò lá dứa rất mềm, tơi và thơm. Ăn với dăm bông. Bạn mình thích món ni lắm. Món ấn tượng cuối cùng là cari chay. Ăn ngon, trừ những thứ rau củ như khoai với cà rốt ra bạn mình thích món ni nhất còn nói nếu được là ăn hết luôn tô cari luôn",wedding,8.2,0,0,0,5,0,0
"Gà Tiềm Ớt Hiểm rất ngon, cho 5 star , đánh giá sơ bộ như sau Vị trí Cách trung tâm tp.Sadec tâm 5p đi xe, từ Làng Hoa tới chừng 5 10 phút, đi du lịch tơi Chàm Chim, Gáo Giồng, Đồng Sen, Lăng Cụ Phó đều chạy ngang qua đây. Ở trong thành phố mà có quán ăn đậm phong cảnh thiên nhiên rất ấn tượng. Quán thiết kế gần gủi, thiên nhiên, dân dã có các món đặc sản miền Tây, đặc biệt hải sản tươi ngon và lạ. Nhân viên phục vụ tận tình, chu đáo, giá cả hợp lý. Không gian quán Rộng, thoáng mát. Phù hợp gặp nhau cuối tuần, thư giản, giao lưu, sinh nhật, selfie.... Đi du lịch hay công tác xa thì đây là điểm dừng chân lý tưởng",foods,10.0,0,0,0,5,0,0
"Ghé Buôn Ma Thuột chơi được bạn dẫn đi quán này, nghe nói ai đến BMT cũng phải ghé đây ăn, nổi tiếng lắm đó. Không gian quán rộng và thoánv lắm. Bên trong nhà ngồi bàn cao sạch sẽ Quán chỉ bán duy nhất 1 món là bánh canh cá dầm. 1 phần gồm tô bánh canh với chả cá hấp, thịt nạc cá. Chả cá chiên được cắt miếng vừa ăn để chén riêng, bên trên phủ hành tây và chan mắm ớt sẵn. Ai không ăn được cay nhớ nói quán trước để khỏi chan mắm ớt nha. Khi ăn cho hết dĩa chả cá vào tô bánh canh, trộn đều, nc lèo chuyển sang màu đỏ là ok. Bánh canh ngon, sợi nhỏ và dai ăn lạ miệng. Chả cá ok, không bị tanh. Thích nhất là thịt nạc cá tươi ngọt, là cá nục nên ăn béo béo ngon lắm. Nc dùng nấu bằng xương cá bao ngọt nha Giá 20k tô",foods,7.6,0,0,0,5,0,0
Đa số các món ăn ngon miệng Nhưng có món hủ tiếu xào quán làm cay quá. Người ăn cay như mình không ăn được. Lần đầu tiên mình ăn phải quán làm món cay như vậy,foods,5.0,0,0,0,1,0,0
Phục vụ tốt thân thiện nhiệt tình . Không gian mát mẻ thoải mái . Toàn máy lạnh nên cảm giác thích lắm . Đồ ăn ngon giá cả hợp lí . Có nhiều món nên có nhiều sự lựa chọn . Quán khá hẹp nên nhiều lúc cũng không có chổ ngồi . Quán khá tốt,foods,8.2,0,0,0,5,0,0
"Một lần tới Nhớ mãi! .... Địa điểm đầu tiên, khi tôi ra Hà Nội học tập 2015 2019 . Tôi đã chon đến nơi này và thật sự bạn nên đến một lần để nhớ mãi. Sau khi tham quan các tầng trưng bày văn hoá 54 dân tộc Việt Nam, bạn sẽ đến với không gian ngoài trời với kiến trúc nhà ở từ người Việt, Chăm đến Ê ĐÊ ... mỗi một kiểu mang một vẻ đẹp riêng. .... Ngoài ra, tại hồ trung tâm có tổ chức múa rối nước vào cuối tuần. Hôm mình đến là thứ 7, khoảng gần 10h, lần đầu được xem loại hình dân gian độc đáo đến thế. Hẹn trở lại vào dịp gần nhất.",travel,8.6,5,0,0,0,0,0
"VỊ TRÍ KHÔNG GIAN nằm hơi rìa không quá gần khu vực chợ Châu Đốc, nhưng cũng là tiệm lâu năm, chủ yếu là dân địa phương ăn. Quán nhỏ, ngồi bên ngoài thoáng vsf sạch sẽ hơn bên trong. MENU GIÁ CẢ phở dao động từ 25 35k tuỳ món kêu thêm há. Có bán soup riêng theo yêu cầu nữa nhà mình hay mua về ăn cơm. THỨC ĂN mình ăn phở tai, gân, nêm vừa miệng hén, gân mềm lắm tô 30k nội dung nhiều, chủ yếu là tương chấm kèm ăn cực kỳ thích, màu đúng tương hột, màu nâu đất sét, chứ không phải đen sì sì như trên Sg. PHỤC VỤ kiểu gia đình, nhiệt tình, nhanh hén",foods,6.2,0,0,0,5,0,0
"Lúc trước mới mở ở Hoàng Sa hay trường sa gì đó, quán đông nên nhân viên không thèm nhòm khó khách. Nen toàn ăn Naga. Ở qê còn có yagami nhưng chưa được ăn. Quán này của ngừoi quen nên vào ủng hộ, dẫn theo nguyên đám ở qê đi luôn, cơ mà nhỏ mà ăn cay gê quá , mình cũng ăn cấp 1 và tụi nó cũng ăn cấp 1 Do giá cả theo mặt bằng chung dứoi qê, nếu ở sg là 39K phần bình thường thì ở qê đa số các quán đều 35K phần. Kimbap ở đây ăn cũng rất vừa miệng, tuy nhiên phải chi có thêm nước chấm nữa, có tí sốt không đủ. Lần sau có dịp về sẽ gé nữa!",foods,8.0,0,0,0,5,0,0
"Được dịp về quê thăm ông bà, mình đi hạ long chơi 1 chuyến. Để ra được vịnh vào ngày lễ là rất vất vả, phải nhờ bao nhiêu người quen mua bán vé dùm mới leo được lên tàu. Các tàu ở đây đều giống nhau, có phòng ngồi bàn ghế rộng rãi phía dưới, phía trên cho phép khách lên ngắm biển. Phải công nhận là vịnh có quang cảnh như 1 bức tranh vẽ với hàng nghìn quả núi nằm trên mặt biển, đẹp tuyệt vời... Gia đình mình mua 1 chuyến tàu thăm vịnh đi theo route 1, qua làng chài, núi gà chọi và 2 cái hàng gì quên mất tên rồi, 4 tiếng lên đênh trên vịnh rất vui, hôm mình đi trời mát mẻ, rất thoải mái. Biển ở đây do nằm trong vịnh nên rất bình yên, sóng nhẹ thôi. Nếu đi tàu bạn nên tự mang theo đồ ăn, mua trên tàu khá mắc, nếu có ghé làng chài, bạn có thể mua hải sản tươi sống ở đây và nhờ đội ngũ trên tàu nấu dùm, mình thấy cua ghẹ rất tươi ngon.",travel,8.2,4,0,0,5,0,0
Rạp này mới sửa lại nên nhìn khang trang rộng rãi hơn. Rạp đẹp. Giá vé ổn. Trong tuần có tới 2 ngày HaPy day với giá 45k vé. Thích hợp cho các bạn sinh viên tới. Ghế ngồi hơi gần nhau nên tầm nhìn cũng hơi bị hạn chế. Nhân viên đây có vẻ tiết kiệm lời nói bắp nước cũng được chứ không thơm và ngon lắm nhưng với chất lượng đó là cũng ổn rồi Ai muốn đo chô với gấu mà trong túi đang cạn kiệt thì đây có vẻ là chốn thích hợp lắm nè,entertain,6.8,4,0,0,4,0,0
"Hôm mình đi ăn tất niên ở đây. Không gian quán rất rộng. Bãi giữ xe rộng, có bảo vệ nhiệt tình. Vừa bước vào quán là sẽ thấy khu hải sản để trong những cái bồn kính, cho cảm giác hải sản rất là tươi. Khu bàn tiệc rộng, có cả ngoài trời và phòng lạnh có sân khấu, dùng để ăn tiệc sinh nhật, hội nghị, họp mặt bạn bè, tất niên, hay cặp đôi đi đều được. Không gian rộng rãi, thoáng mát, nhà vệ sinh rất sạch. Thức ăn thì cũng bình thường không có gì đặc biệt, không có món đặc sản của quán.",wedding,8.2,0,0,5,5,0,0
"Bữa thấy có quán này cũng phải mò đi cho bằng được, đi từ trung tâm t.p tới mình thấy cũng không xa lắm, do đường đẹp tầm 25p là tới. Không gián quán khá đẹp, nhân viên thân thiện nhiệt tình. Giá xông hơi với nước uống 2 người mình đi tầm hơn 300 do còn thuê đồ với mua nước uống các kiểu. Xông hơi xong tha hồ lê la check in chụp choẹt sống ảo các kiểu. 1 địa điểm nên tới, chắc chắn lần tới có lên Đà Lạt mình sẽ quay lại",beauty,8.0,0,0,0,5,0,0
"về bánh tráng Đánh giá chung là ngon, thịt quay bì giòn rụm, không nhiều mỡ ba chỉ chuẩn rau tươi, đa dạng ... đồ cuốn kèm cũng nhiều, xin thêm thoải mái. Trà đá tự phục vụ. Có sữa ngô , đậu nàh 6k cốc to vật vã. về quán ăn Quán có 2 cơ sở nằm đối diện nhau, mình ăn ở cơ sở 2 là 106 Ngư hải. Quán rộng rãi, thoáng mát, bố cục rất bắt mắt và view cực kỳ đẹp về phục vụ Phục vụ cực nhanh, gọi đồ xong 1 phút sau là tất cả đã đầy đủ trên bàn. Gọi thêm rau chỉ cần ới phát là nhân viên đem ra. Theo đánh giá của mình thì ở đây chất lượng phục hơn đứt các quán bánh tráng khác ở Vinh. về giá cả Giá mềm hơn so với các quán bánh tráng khác, thịt luộc 30k, thịt quay 40k , bún mắm nêm 25k. Hai người đi ăn tầm 60 70k là no căng. về đồ ăn khác Menu khá đa dạng, ngoài bánh tráng cuốn thịt còn có thêm cuốn ram tôm đất. Trông 1 mẹt đầy đặn cũng chỉ 40k. Ăn vừa thơm giòn , lạ miệng. Và các đồ ăn vặt khác giá tầm 10 20k.",foods,8.8,0,0,0,5,0,0
"Hôm nay đi lòng vòng thành phố không có gì làm, mình và ông bạn mới nhớ đến nhà sách Nguyễn Văn Cừ và cả hai vào đó tô tượng, vì vậy bình luận này chỉ nói về bức tượng chứ không bàn gì đến sách tập dụng cụ các thứ ở đây hết nhé. Tượng hơi ít, phải nói là quá ít luôn, tượng lớn không có, chỉ có tượng nhỏ và tượng trung bình, mẫu mã thì cũng không đa dạng. Ở đây có cái bất tiện là chỗ tính tiền hơi xa chứ không phải kế bên chỗ tô tượng nhưng cũng không vấn đề gì. Chuyện là nhà sách không lớn, chỗ tô tượng nhỏ nên kế bên nó là khu vui chơi. Mà khu vui chơi thì tất nhiên là có nhiều trẻ con phụ huynh, ồn ào hết biết. Ngồi tô tượng mà nghe la hét phát mệt luôn vậy đó. Có ông kia thấy không có lịch sự gì hết, chốn công cộng mà xem như nhà mình, ngồi rồi gác chân lên ghế một cái ạch ... Màu nước thì lỏng quá đáng, ai thích tô tượng mà tô ở đây thì thất vọng tràn trề luôn rồi. Cái cô ở quầy bán xu cho chơi trò chơi, lúc mình tới xin hai bao ni lông đựng tượng mang về, mặt cổ nhăn nhó nhìn thấy phát sợ luôn...",edu,6.2,0,0,0,0,0,0
Mình hay ăn ở đây quán ngon tận tình chắc là khách quen cô chủ còn quý mình nữa . Nhưng thường đi thứ 7 chủ nhật thì hơi lâu một chút ngày nghỉ mà,foods,8.0,0,0,0,5,0,0
